Timeslot,NoBrokers,NoCustomers,Consumption,Production,Consumption24hAgo,Production24Ago,TempForecast,WindSpeedForecast,WindDirectionForecast,CloudsForecast,ClearedQuantity,ClearedQuantity24h,Bids,Asks,Imbalance,Imbalance1h,Imbalance24h,Imbalance1hSign,Imbalance24hSign
593,2,187,73802.72776446905,11772.710000000001,73328.46494644624,8863.507087727223,11.4,8.15,188.0,0.286,1136.852992192896,1583.884074430882,4660.426754334986,-16556.501569511405,6.792748052806928,70.02931337297196,3981.7569704332664,1,1
594,2,187,67021.89160923734,11418.241800000003,72054.3970692123,11478.532379012515,11.2,7.15,178.0,0.536,1196.8667290921535,1230.7590150190238,7946.337582714316,-16571.481386969877,70.02931337297196,13761.670853600306,-6469.380064074292,1,-1
595,2,187,60603.770236154625,11726.119999999999,67519.65216451092,11285.468343273049,10.8,8.15,178.0,1.0,1079.7706071887199,1511.0715448731928,14949.03622674077,-16695.60721296979,13761.670853600306,8558.199958783844,-3381.8810996120883,1,-1
596,2,187,54209.210109412554,7186.49,58041.15185427412,5998.2700968076315,10.4,7.15,178.0,0.536,1063.803967953629,1309.6534590765575,4864.106613057861,-16633.77677811687,8558.199958783844,2499.106748290469,-4868.957591882601,1,-1
597,2,187,46495.72021767955,5067.4,48890.40894599843,5310.6044,10.1,7.15,178.0,1.0,935.3500336529045,1041.2038697271282,3587.90224488829,-16640.20414191508,2499.106748290469,-304.8054025415986,2244.5636366699327,-1,1
598,2,187,40185.855030458915,5125.069158529858,46195.94643995569,5740.694029504132,10.7,9.15,188.0,1.0,1005.0266034414694,1107.998900007218,5132.003666220507,-16581.694309362436,-304.8054025415986,411.89386703836135,14375.826572657592,1,1
599,2,187,37901.52637795462,5069.623200000002,41946.94040439581,5327.01434664641,10.5,8.15,178.0,1.0,916.5432242244524,1010.6496493293625,4035.11790102124,-16534.882175027866,411.89386703836135,-1113.4614301029724,9230.17983527448,-1,1
600,2,187,38927.405516135084,5146.011733333332,41122.090880205484,5154.759700665652,10.6,3.74,172.0,1.0,1021.5414064399935,1242.0239297538512,4801.893694473018,-16463.08662345471,-1113.4614301029724,-1580.3967092384519,5871.99749117003,-1,1
601,2,187,36392.84326231574,5323.282190476191,38772.13894895719,5460.894899194837,10.8,4.74,172.0,1.0,1126.0059160676424,878.1874244364785,5160.630749712863,-16402.21721939321,-1580.3967092384519,-4618.537475820387,2686.0558805475885,-1,1
602,2,187,36906.03100854893,29.564673015873016,40265.463446097376,5088.620000000001,10.5,4.74,172.0,1.0,954.155350621258,1009.0343125460109,3319.7252110043423,-16623.41146586315,-4618.537475820387,-2756.1229866337962,3487.1257480237946,-1,1
603,2,187,40397.33730129463,27.388342857142856,45927.81867208901,5086.620000000001,10.7,4.74,182.0,1.0,1011.967687410164,1052.0542818863937,11440.236327213457,-16659.66859548846,-2756.1229866337962,3828.9557334119236,4767.413409476641,1,1
604,2,187,49381.07908113119,0.0,57607.22857709785,7222.33,10.8,3.74,172.0,1.0,1236.3814364833186,968.3837775616115,4088.408819275395,-16651.49706164882,3828.9557334119236,14443.006738088035,9833.881749977329,1,1
605,2,187,57100.8009858164,5388.450000000003,61365.741525218866,7595.910000000003,11.1,4.74,182.0,1.0,1175.8684880011172,1308.2398615504667,9928.590191303654,-16812.770825095584,14443.006738088035,-4572.85881513457,13378.104827115232,-1,1
606,2,187,54251.937273845855,9800.788815134601,51322.63124254477,8221.440000000002,11.2,5.74,172.0,1.0,1355.1664148077236,1282.9647223678655,11523.835881444606,-16764.358688505657,-4572.85881513457,-11512.281948658421,6849.8086407551245,-1,1
607,2,187,76199.59096950163,14896.990442063166,72889.70338910403,16648.127918027887,11.2,4.74,172.0,1.0,1355.3503385380404,1079.0648362439704,5898.062248596234,-16770.405201563877,-11512.281948658421,-13709.918324409922,-13649.941215410465,-1,-1
608,2,187,71589.89960563686,14795.900398071268,71387.2037458601,17558.13658468379,11.4,5.74,182.0,1.0,1115.6055872390527,1573.4511365487729,5048.087281241856,-16896.926669644643,-13709.918324409922,-52746.22185691408,-34249.633276301,-1,-1
609,2,187,66668.01963368054,17580.888807353156,67228.96568718921,14926.109902370581,11.8,5.74,192.0,1.0,1874.5991401370652,1924.3347090995858,9455.13629993539,-16710.5299137553,-52746.22185691408,-32609.420728950667,-53516.932902450106,-1,-1
610,2,187,62867.44528889503,15114.916472156317,62565.75895611514,20321.607202201947,12.3,4.74,192.0,1.0,1342.6836072808726,1381.2648937562803,3111.3056591828067,-16648.67564173449,-32609.420728950667,-10244.079880892474,-10600.508362345903,-1,-1
611,2,187,62366.8815885399,15045.328750320608,62881.675473511015,18254.5138672167,12.0,2.74,272.0,1.0,1133.1456515628593,1349.0624135548078,10555.330729746252,-16603.093683390278,-10244.079880892474,-26028.89498335033,-26257.624121669232,-1,-1
612,2,187,58396.313038728724,19400.71909045872,61537.4096239695,19382.80390064676,12.3,2.74,212.0,1.0,1582.8075168174219,1211.075027355847,4542.895367164878,-16518.687842670308,-26028.89498335033,6015.952902985116,-10433.721786494705,1,-1
613,2,187,63017.01820782692,24404.899999999998,65389.49044692722,20518.8678897701,11.7,2.74,202.0,1.0,1316.07453523012,1186.2274527087395,10001.73848111257,-16517.766732805056,6015.952902985116,-15016.727684341196,-16465.834419093226,-1,-1
614,2,187,61346.85701507027,22223.00604066073,75682.3722067466,21176.738743320635,12.7,2.74,242.0,0.8,1349.4461535862895,1245.78961317685,5459.331877598467,-16591.515522241178,-15016.727684341196,-18011.230896020275,-11657.290477809125,-1,-1
615,2,187,67409.00973345821,20261.444322489828,76631.77390668249,19194.447687526474,12.1,2.74,222.0,1.0,1085.35966938797,1218.9522533379925,7490.257271309845,-16608.47193850896,-18011.230896020275,-8921.058708657263,-20309.064433353135,-1,-1
616,2,187,64903.72328096637,19328.62870865727,70062.17418288683,21620.232682540438,11.8,3.74,222.0,1.0,1205.6950971220015,1248.3709657096822,3916.1220209330836,-16552.450405543877,-8921.058708657263,3981.7569704332664,-6603.477578022761,1,-1
617,2,187,74515.79544685822,8114.1378,73802.72776446905,11772.710000000001,11.7,2.74,202.0,1.0,1583.884074430882,1313.6611030153767,3527.601181066238,-16586.764531117653,3981.7569704332664,-6469.380064074292,-1317.4022578288482,-1,-1
618,2,187,67742.6754478614,12019.70219452917,67021.89160923734,11418.241800000003,10.6,1.74,202.0,1.0,1230.7590150190238,1405.7449888252202,2760.991122943588,-16697.359965885178,-6469.380064074292,-3381.8810996120883,-272.69069196977216,-1,-1
619,2,187,62291.46665929861,10515.74429961212,60603.770236154625,11726.119999999999,8.8,1.74,202.0,0.3,1511.0715448731928,1410.5054915015285,5057.624831175076,-16703.18658925685,-3381.8810996120883,-4868.957591882601,3752.457384057081,-1,1
620,2,187,56553.82661248555,11854.107591882635,54209.210109412554,7186.49,9.5,1.74,182.0,0.925,1309.6534590765575,1326.3510185218558,4038.39987071359,-16757.017479208233,-4868.957591882601,2244.5636366699327,69.62470361420128,1,1
621,2,187,53344.43430212627,7216.3856,46495.72021767955,5067.4,10.1,1.74,182.0,0.925,1041.2038697271282,1230.6451671784064,9965.995737948142,-16797.472758714102,2244.5636366699327,14375.826572657592,3147.2263286138113,1,1
622,2,187,51355.573232942115,11514.74,40185.855030458915,5125.069158529858,8.5,1.74,192.0,0.175,1107.998900007218,981.9168962150238,2699.0196858835347,-16586.015392709993,14375.826572657592,9230.17983527448,411.4063846634381,1,1
623,2,187,45390.49339420606,6978.299999999999,37901.52637795462,5069.623200000002,10.3,1.74,192.0,1.0,1010.6496493293625,957.6568539905738,55603.61192129238,-16653.059548663725,9230.17983527448,5871.99749117003,3328.6682968219393,1,1
624,2,187,44088.626300341115,7021.669999999998,38927.405516135084,5146.011733333332,9.0,4.17,196.0,0.775,1242.0239297538512,970.4134302870528,4042.6104472062793,-16668.799564413286,5871.99749117003,2686.0558805475885,306.7688960414598,1,1
625,2,187,39883.874878314324,6972.279999999999,36392.84326231574,5323.282190476191,10.4,3.17,196.0,0.9,878.1874244364785,823.2571517664176,5276.874453599725,-16786.07953949458,2686.0558805475885,3487.1257480237946,-5055.152617239277,1,-1
626,2,187,39997.52892610197,6986.530000000001,36906.03100854893,29.564673015873016,10.1,5.17,176.0,0.9,1009.0343125460109,909.008809844044,13056.596326142584,-16755.09647468883,3487.1257480237946,4767.413409476641,-2506.3572390340523,1,-1
627,2,187,45423.16907023727,7015.67,40397.33730129463,27.388342857142856,9.7,4.17,186.0,0.4,1052.0542818863937,791.9808478732007,6448.368025005268,-16750.2257493735,4767.413409476641,9833.881749977329,629.0348530829506,1,1
628,2,187,56340.8244427319,7061.410000000002,49381.07908113119,0.0,9.1,3.17,166.0,0.9,968.3837775616115,737.387691702888,5001.128983686711,-16822.888299641658,9833.881749977329,13378.104827115232,-2574.8884697751273,1,-1
629,2,187,62566.765545053764,7364.620000000001,57100.8009858164,5388.450000000003,9.4,5.17,176.0,0.775,1308.2398615504667,840.6110043223987,5822.315272777994,-16851.89118451935,13378.104827115232,6849.8086407551245,-6052.244446065,1,-1
630,2,187,65802.74145919945,11391.139999999998,54251.937273845855,9800.788815134601,8.8,5.17,166.0,0.275,1282.9647223678655,776.8279813345897,4559.830421259303,-16964.775999350484,6849.8086407551245,-13649.941215410465,-19598.058363569387,-1,-1
631,2,187,84016.13975235132,7962.252679136601,76199.59096950163,14896.990442063166,9.2,5.17,176.0,0.65,1079.0648362439704,779.8852294326203,5325.828902132399,-16983.605073913,-13649.941215410465,-34249.633276301,-34122.440064112656,-1,-1
632,2,187,69687.2949248921,19572.09504,71589.89960563686,14795.900398071268,10.3,6.17,186.0,0.9,1573.4511365487729,1416.6076866495343,4695.304671570929,-16804.80585577665,-34249.633276301,-53516.932902450106,-62037.55148494785,-1,-1
633,2,187,65433.63043034256,20376.064720000002,66668.01963368054,17580.888807353156,10.7,7.17,176.0,0.775,1924.3347090995858,1267.840033351663,5576.788785396192,-16820.817153627097,-53516.932902450106,-10600.508362345903,-29173.36501173513,-1,-1
634,2,187,59287.34431056519,15716.857400863413,62867.44528889503,15114.916472156317,11.2,8.17,176.0,0.9,1381.2648937562803,1549.6700516263531,2931.8749031076277,-16831.038345581357,-10600.508362345903,-26257.624121669232,-14207.205078692465,-1,-1
635,2,187,61634.59518385587,14133.79256000002,62366.8815885399,15045.328750320608,11.7,7.17,176.0,0.9,1349.0624135548078,915.6621258904611,17710.51033804585,-16681.867295828124,-26257.624121669232,-10433.721786494705,-27621.460952293477,-1,-1
636,2,187,63866.290139043806,16251.496336765493,58396.313038728724,19400.71909045872,11.8,7.17,186.0,0.9,1211.075027355847,867.6930921270689,2804.6996400483768,-16612.87973634507,-10433.721786494705,-16465.834419093226,-27454.4643207656,-1,-1
637,2,187,61442.12978328828,14859.196479999999,63017.01820782692,24404.899999999998,11.8,8.17,176.0,0.9,1186.2274527087395,1219.5812147843483,2885.8540476366834,-16686.827106369645,-16465.834419093226,-11657.290477809125,-3089.57475076199,-1,-1
638,2,187,70729.94766491462,23901.4999999999,61346.85701507027,22223.00604066073,11.9,8.17,186.0,0.9,1245.78961317685,925.4843336963187,2526.5946526158073,-16534.9676755193,-11657.290477809125,-20309.064433353135,-2992.499696283181,-1,-1
639,2,187,76413.52607200267,16919.655877361052,67409.00973345821,20261.444322489828,11.7,8.17,186.0,0.9,1218.9522533379925,897.3601930517262,7536.977464274795,-16599.782491841903,-20309.064433353135,-6603.477578022761,-3104.48532833214,-1,-1
640,2,187,70789.53046713282,14932.11757802276,64903.72328096637,19328.62870865727,11.6,9.17,186.0,0.9,1248.3709657096822,803.2083486898454,4173.960290243321,-16590.913651323026,-6603.477578022761,-1317.4022578288482,629.7719177439371,-1,1
641,2,187,76772.06896336119,6588.302257828871,74515.79544685822,8114.1378,11.6,8.17,186.0,0.9,1313.6611030153767,849.04617192942,4340.168514562785,-16627.895032919223,-1317.4022578288482,-272.69069196977216,3210.101011300914,-1,1
642,2,187,67102.04720653075,5422.650691969779,67742.6754478614,12019.70219452917,11.7,9.17,186.0,0.9,1405.7449888252202,1108.7597929426297,3755.3592758654413,-16689.78763132151,-272.69069196977216,3752.457384057081,-1260.7901972267136,1,-1
643,2,187,62129.90000926857,5134.5599999999995,62291.46665929861,10515.74429961212,12.0,10.17,186.0,0.9,1410.5054915015285,921.6871687047268,5165.473347434984,-16748.659011561012,3752.457384057081,69.62470361420128,131.3211288433522,1,1
644,2,187,51973.58932897208,5101.65,56553.82661248555,11854.107591882635,11.7,10.17,176.0,0.9,1326.3510185218558,941.7812800122965,24836.700976656703,-16895.741734000763,69.62470361420128,3147.2263286138113,3617.6478390614357,1,1
645,2,187,52534.36710142711,5128.610000000001,53344.43430212627,7216.3856,11.4,9.17,186.0,0.9,1230.6451671784064,981.9278927512502,4127.417004567224,-16977.839880181557,3147.2263286138113,411.4063846634381,3155.932736667324,1,1
646,2,187,47534.78227598497,5000.880000000001,51355.573232942115,11514.74,11.0,9.17,176.0,0.9,981.9168962150238,928.6394771132949,6227.8621150966455,-17125.157435142224,411.4063846634381,3328.6682968219393,6964.12402389507,1,1
647,2,187,44582.80649608475,5089.539999999999,45390.49339420606,6978.299999999999,10.8,9.17,166.0,0.9,957.6568539905738,940.6217742149836,7196.444493718967,-17164.697385924825,3328.6682968219393,306.7688960414598,4685.753284454524,1,1
648,2,187,41468.18031272283,5111.65,44088.626300341115,7021.669999999998,10.2,7.15,183.0,1.0,970.4134302870528,847.2654577105307,3002.9339421698996,-17156.17709842784,306.7688960414598,-5055.152617239277,-3991.099635642073,-1,-1
649,2,187,36251.52274585076,1.6792000000000005,39883.874878314324,6972.279999999999,10.5,8.15,203.0,1.0,823.2571517664176,872.0516612501319,14800.084570037507,-16883.5930072441,-5055.152617239277,-2506.3572390340523,6608.6853693385565,-1,1
650,2,187,36722.10551674248,5120.902785185184,39997.52892610197,6986.530000000001,10.5,7.15,193.0,1.0,909.008809844044,829.4522710224892,5159.5118815015985,-16911.787177942613,-2506.3572390340523,629.0348530829506,11545.792157330692,1,1
651,2,187,39247.60922422712,4977.59,45423.16907023727,7015.67,10.8,7.15,203.0,1.0,791.9808478732007,813.2842941078552,18707.985216039837,-16981.727339111094,629.0348530829506,-2574.8884697751273,17117.333144917848,-1,1
652,2,187,44660.88744925621,4.642,56340.8244427319,7061.410000000002,11.1,4.15,213.0,1.0,737.387691702888,715.3160077794494,6235.231934391503,-17075.61854725394,-2574.8884697751273,-6052.244446065,14230.317494883006,-1,1
653,2,187,56998.40454709728,5413.338866666671,62566.765545053764,7364.620000000001,10.1,4.15,203.0,0.911,840.6110043223987,767.049850512768,3785.505369411121,-17215.021861791534,-6052.244446065,-19598.058363569387,11335.847081837295,-1,1
654,2,187,62616.7200731144,12349.698571159744,65802.74145919945,11391.139999999998,10.1,4.15,193.0,1.0,776.8279813345897,1036.8241177742973,7698.930624817352,-17519.22976968175,-19598.058363569387,-34122.440064112656,221.4376087856199,-1,1
655,2,187,90288.68251043915,13261.700327878318,84016.13975235132,7962.252679136601,10.4,4.15,183.0,1.0,779.8852294326203,941.1681378529205,4000.8153833352203,-17599.73867318344,-34122.440064112656,-62037.55148494785,-8932.138738532425,-1,-1
656,2,187,75829.15613797324,13920.763426019337,69687.2949248921,19572.09504,10.7,2.15,223.0,1.0,1416.6076866495343,1028.8172591971982,9503.183982589053,-17627.16545753197,-62037.55148494785,-29173.36501173513,-7443.122663226152,-1,-1
657,2,187,73371.86936170835,18751.452906830928,65433.63043034256,20376.064720000002,10.0,2.15,183.0,1.0,1267.840033351663,887.3236205200518,11257.654708975406,-17755.60086251068,-29173.36501173513,-14207.205078692465,-14825.163061031099,-1,-1
658,2,187,63146.97686019045,21044.212457641286,59287.34431056519,15716.857400863413,10.2,1.15,273.0,1.0,1549.6700516263531,833.8662038843906,3946.7568763219588,-17683.52170693652,-14207.205078692465,-27621.460952293477,-21415.52396416157,-1,-1
659,2,187,67108.87213383483,15983.67037469479,61634.59518385587,14133.79256000002,11.1,2.15,213.0,1.0,915.6621258904611,817.0004920488174,3231.190766584197,-17845.9261885846,-27621.460952293477,-27454.4643207656,-20208.5054438857,-1,-1
660,2,187,61847.225349822496,14971.599338725024,63866.290139043806,16251.496336765493,10.0,5.15,213.0,1.0,867.6930921270689,659.2002287272369,2564.9902631523505,-17763.55707354339,-27454.4643207656,-3089.57475076199,-23404.92801471737,-1,-1
661,2,187,60237.84964218462,19240.764750761944,61442.12978328828,14859.196479999999,10.0,1.15,213.0,1.0,1219.5812147843483,900.7984719683695,4737.558836313618,-17865.904914456758,-3089.57475076199,-2992.499696283181,-16846.511670836975,-1,-1
662,2,187,62373.3562895093,16968.20969628318,70729.94766491462,23901.4999999999,9.8,2.15,223.0,1.0,925.4843336963187,753.9995686110219,5203.409226414165,-17796.007719820183,-2992.499696283181,-3104.48532833214,-15261.352354559465,-1,-1
663,2,187,66910.37402417696,13039.210550794134,76413.52607200267,16919.655877361052,9.0,3.15,193.0,0.411,897.3601930517262,859.9714038743998,5705.258938930924,-17880.83803613524,-3104.48532833214,629.7719177439371,-827.3772430692943,1,-1
664,2,187,64672.0103027318,12489.15,70789.53046713282,14932.11757802276,8.3,3.15,193.0,0.286,803.2083486898454,853.2245283071841,9799.683431648102,-17964.5817020674,629.7719177439371,3210.101011300914,30.94813491487548,1,1
665,2,187,73190.39960267636,11708.489993868106,76772.06896336119,6588.302257828871,8.3,3.15,183.0,0.661,849.04617192942,744.3811272549672,60114.545714441236,-18000.872986821967,3210.101011300914,-1260.7901972267136,-14132.497606411856,-1,-1
666,2,187,65212.797543083216,12639.890197226687,67102.04720653075,5422.650691969779,7.4,2.15,183.0,0.161,1108.7597929426297,798.6106236681208,4226.151269001647,-18060.408453443128,-1260.7901972267136,131.3211288433522,-15741.893297174036,1,-1
667,2,187,59603.38677088843,11471.030000000002,62129.90000926857,5134.5599999999995,7.8,2.15,193.0,0.161,921.6871687047268,607.0747869460713,12439.34043486393,-18199.93306752314,131.3211288433522,3617.6478390614357,-10621.416044862068,1,-1
668,2,187,57327.774818727616,11751.07,51973.58932897208,5101.65,7.7,3.15,183.0,0.161,941.7812800122965,693.6850642461552,4711.7334271644295,-18274.75789029183,3617.6478390614357,3155.932736667324,-8550.467509708506,1,-1
669,2,187,53190.59442801634,11378.889999999996,52534.36710142711,5128.610000000001,6.6,2.15,183.0,0.161,981.9278927512502,519.3156552224995,309345.3214138794,-18239.18930527992,3155.932736667324,6964.12402389507,-12961.198506080684,1,-1
670,2,187,50919.606021099644,11631.379999999997,47534.78227598497,5000.880000000001,6.4,2.15,173.0,0.411,928.6394771132949,411.0211560821007,3465.3049024747047,-18292.32690893525,6964.12402389507,4685.753284454524,-6480.5162429836055,1,-1
671,2,187,46739.49582234707,11643.21,44582.80649608475,5089.539999999999,6.3,2.15,173.0,0.161,940.6217742149836,467.41404624985927,2832.3113659217556,-18481.58377971669,4685.753284454524,-3991.099635642073,-3688.8507428839876,-1,-1
672,2,187,37252.24930585299,11535.014249687243,41468.18031272283,5111.65,-2.5,6.11,138.0,0.0,847.2654577105307,376.39951239835864,3455.3016848996203,-18496.01372182245,-3991.099635642073,6608.6853693385565,-2363.716340704883,1,-1
673,2,187,40628.64634993759,11473.910000000002,36251.52274585076,1.6792000000000005,-3.1,5.11,138.0,0.0,872.0516612501319,406.30787329449004,9158.502682562212,-17827.256562424558,6608.6853693385565,11545.792157330692,-11637.886846672442,1,-1
674,2,187,39342.93127686582,11644.380000000001,36722.10551674248,5120.902785185184,-3.7,5.11,128.0,0.0,829.4522710224892,347.17030579738713,5303.331653040801,-17919.23949383232,11545.792157330692,17117.333144917848,-756.8874081415233,1,-1
675,2,187,43207.378452912766,11451.210000000003,39247.60922422712,4977.59,-4.0,5.11,118.0,0.0,813.2842941078552,362.4700366530337,2221.3379208015704,-17933.152464046514,17117.333144917848,14230.317494883006,-2099.5704403910713,1,-1
676,2,187,47755.734035108435,7070.93,44660.88744925621,4.642,-4.4,5.11,118.0,0.0,715.3160077794494,423.96313505300213,9581.902983795482,-17880.334017980505,14230.317494883006,11335.847081837295,2829.0016291445136,1,1
677,2,187,52702.582634751634,6968.520000000001,56998.40454709728,5413.338866666671,-4.4,5.11,98.0,0.0,767.049850512768,465.8223903694552,6786.6819981135895,-17817.729486163305,11335.847081837295,221.4376087856199,-4024.552445705951,1,-1
678,2,187,46478.40735873249,7110.360000000001,62616.7200731144,12349.698571159744,-4.5,4.11,88.0,0.129,1036.8241177742973,466.3754746289713,3962.817333184083,-17731.819099117387,221.4376087856199,-8932.138738532425,-13678.976274834942,-1,-1
679,2,187,64799.547758602246,7916.579435618043,90288.68251043915,13261.700327878318,-3.4,3.11,98.0,0.0,941.1681378529205,673.8636665834659,3087.7910313434536,-17828.106884721812,-8932.138738532425,-7443.122663226152,-13103.50927779327,-1,-1
680,2,187,62031.83366806898,11967.717118928527,75829.15613797324,13920.763426019337,-1.5,4.11,98.0,0.0,1028.8172591971982,669.0413507323476,4311.931736014274,-17792.036974008835,-7443.122663226152,-14825.163061031099,-14426.120038296129,-1,-1
681,2,187,65543.7291809473,7687.326542984303,73371.86936170835,18751.452906830928,0.0,5.11,88.0,0.0,887.3236205200518,716.8981755796061,3994.090318435616,-17746.1086581663,-14825.163061031099,-21415.52396416157,3856.6043943231953,-1,1
682,2,187,53563.89104098062,9624.83509672207,63146.97686019045,21044.212457641286,0.9,4.11,68.0,0.0,833.8662038843906,680.5530290996411,26540.29199241411,-17707.09712195857,-21415.52396416157,-20208.5054438857,4409.352488589893,-1,1
683,2,187,53885.40755074687,13972.729752046183,67108.87213383483,15983.67037469479,1.6,5.11,28.0,0.0,817.0004920488174,771.5504346842589,11677.190454552769,-17601.538402146616,-20208.5054438857,-23404.92801471737,2931.18012030977,-1,1
684,2,187,53934.504364587105,11628.869140197434,61847.225349822496,14971.599338725024,2.2,5.11,58.0,0.0,659.2002287272369,976.2791786654517,8846.64435938406,-17631.906620397396,-23404.92801471737,-16846.511670836975,23830.438581867176,-1,1
685,2,187,52056.006597788066,11582.209038321693,60237.84964218462,19240.764750761944,1.7,5.11,38.0,0.0,900.7984719683695,866.1033776798998,3876.2851625524277,-17468.016927110675,-16846.511670836975,-15261.352354559465,15818.541166982472,-1,1
686,2,187,63872.44609535765,17339.29069304205,62373.3562895093,16968.20969628318,1.0,5.11,38.0,0.0,753.9995686110219,830.6355995610287,2539.4075169885487,-17459.755556356544,-15261.352354559465,-827.3772430692943,-1522.1994915955836,-1,-1
687,2,187,70002.32557925134,25159.097953510198,66910.37402417696,13039.210550794134,-0.3,5.11,28.0,0.0,859.9714038743998,829.0141970842574,7015.905914089878,-17380.46053380266,-827.3772430692943,30.94813491487548,-2446.583430279592,1,-1
688,2,187,60967.324039478204,17169.3294,64672.0103027318,12489.15,-2.1,5.11,18.0,0.254,853.2245283071841,975.525596350619,7983.079853304143,-17393.787022906625,30.94813491487548,-14132.497606411856,-10269.187643554345,-1,-1
689,2,187,74789.27683390696,13039.639184550697,73190.39960267636,11708.489993868106,-3.0,5.11,8.0,0.879,744.3811272549672,847.5130732365966,2151.0705498778684,-17337.832550466283,-14132.497606411856,-15741.893297174036,-24012.960820241646,-1,-1
690,2,187,75206.4847002409,9259.49692764231,65212.797543083216,12639.890197226687,-2.6,6.11,28.0,0.879,798.6106236681208,1295.8511282755758,3082.3591706878397,-17388.50353767912,-15741.893297174036,-10621.416044862068,-24898.46816714795,-1,-1
691,2,187,68783.54705440022,5162.5854084515395,59603.38677088843,11471.030000000002,-2.3,6.11,18.0,0.879,607.0747869460713,1146.114458215176,2883.7544523510187,-17344.44920872006,-10621.416044862068,-8550.467509708506,-22125.01719586041,-1,-1
692,2,187,63730.939128776714,8491.68852395996,57327.774818727616,11751.07,-2.0,5.11,8.0,0.879,693.6850642461552,1113.8835961677316,46414.722341520814,-17218.43727345744,-8550.467509708506,-12961.198506080684,-9910.959718801612,-1,-1
693,2,187,60775.715141173234,5183.751211596289,53190.59442801634,11378.889999999996,-2.0,6.11,18.0,0.879,519.3156552224995,1035.2969613102614,6083.033228637218,-17166.095718292287,-12961.198506080684,-6480.5162429836055,-15265.370605636941,-1,-1
694,2,187,48426.5254669335,5342.677548060139,50919.606021099644,11631.379999999997,-2.4,6.11,348.0,0.879,411.0211560821007,950.6248693609734,6831.552465765169,-17132.87277984022,-6480.5162429836055,-3688.8507428839876,-7179.48778277728,-1,-1
695,2,187,44525.91600624719,5252.468221307258,46739.49582234707,11643.21,-2.2,6.11,358.0,0.879,467.41404624985927,1134.6298688714535,4777.860367542105,-17085.818313466483,-3688.8507428839876,-2363.716340704883,-9221.682491345735,-1,-1
696,2,187,39685.84679593599,5315.73105237262,37252.24930585299,11535.014249687243,8.9,2.14,30.0,1.0,376.39951239835864,1029.92957870562,4361.829078193588,-16982.525797414455,-2363.716340704883,-11637.886846672442,-1427.8094484713365,-1,-1
697,2,187,45457.77793082985,5242.747174420486,40628.64634993759,11473.910000000002,9.1,2.14,20.0,1.0,406.30787329449004,896.7834767966676,2997.3171417722256,-16958.917942098222,-11637.886846672442,-756.8874081415233,-3020.135662511584,-1,-1
698,2,187,37514.75343182928,5301.369679627792,39342.93127686582,11644.380000000001,9.0,2.14,20.0,0.951,347.17030579738713,899.9186528542183,2963.7618865656027,-16918.037935067983,-756.8874081415233,-2099.5704403910713,1397.417931789012,-1,1
699,2,187,43419.181590642045,5204.014053998017,43207.378452912766,11451.210000000003,8.6,1.14,350.0,1.0,362.4700366530337,820.5205643316659,2645.5293156603457,-16932.730631620387,-2099.5704403910713,2829.0016291445136,-493.886319299294,1,-1
700,2,187,49876.113591976835,5297.610000000001,47755.734035108435,7070.93,8.2,1.14,0.0,1.0,423.96313505300213,1087.8310598629023,2992.5521916976413,-16976.52702398961,2829.0016291445136,-4024.552445705951,3386.0267381150916,-1,1
701,2,187,59529.75234286702,5415.069969698909,52702.582634751634,6968.520000000001,8.7,1.14,30.0,1.0,465.8223903694552,971.1551871256517,6892.840745976684,-16877.210371873454,-4024.552445705951,-13678.976274834942,715.5414579070493,-1,1
702,2,187,54086.81979161364,1432.6372072773813,46478.40735873249,7110.360000000001,7.9,1.14,330.0,1.0,466.3754746289713,985.4206944820157,674942.6098905492,-16871.557112988896,-13678.976274834942,-13103.50927779327,-9755.432892486773,-1,-1
703,2,187,72199.15219105525,20115.049445855188,64799.547758602246,7916.579435618043,7.8,1.14,340.0,0.951,673.8636665834659,995.0863948963166,34621.153681911324,-16838.484124355993,-13103.50927779327,-14426.120038296129,-16043.765361265714,-1,-1
704,2,187,67757.98900214225,19012.33907883381,62031.83366806898,11967.717118928527,10.9,2.14,10.0,0.451,669.0413507323476,1044.4787951870633,8170.368238807834,-16906.13367520902,-14426.120038296129,3856.6043943231953,7920.850832296552,1,1
705,2,187,72616.99693708452,35371.56,65543.7291809473,7687.326542984303,12.5,3.14,50.0,1.0,716.8981755796061,1236.1158886128173,6702.227568489242,-16942.171128145783,3856.6043943231953,4409.352488589893,-19060.16692133833,1,-1
706,2,187,63057.242659258074,33275.56999999999,53563.89104098062,9624.83509672207,12.7,3.14,30.0,1.0,680.5530290996411,1037.1260951226832,11951.68575121248,-16925.45713662915,4409.352488589893,2931.18012030977,-9531.973805328906,1,-1
707,2,187,60864.158044594566,30304.489999999998,53885.40755074687,13972.729752046183,12.8,3.14,20.0,1.0,771.5504346842589,1069.8273062399826,14955.639029859974,-17010.512378171305,2931.18012030977,23830.438581867176,-7638.702825080288,1,-1
708,2,187,55217.78517300814,38695.86,53934.504364587105,11628.869140197434,12.7,3.14,40.0,1.0,976.2791786654517,1641.2192310206858,8226.720078578137,-17003.606741729243,23830.438581867176,15818.541166982472,-22659.29821532078,1,-1
