Timeslot,NoBrokers,NoCustomers,Consumption,Production,Consumption24hAgo,Production24Ago,TempForecast,WindSpeedForecast,WindDirectionForecast,CloudsForecast,ClearedQuantity,ClearedQuantity24h,Bids,Asks,Imbalance,Imbalance1h,Imbalance24h,Imbalance1hSign,Imbalance24hSign
429,2,187,45724.895955989945,5116.48,50004.80950080746,5172.214875806442,13.2,3.13,227.0,0.911,1030.52758907595,982.6790423752255,7020.027492598996,-17549.093639923976,2637.600235082755,823.9408495570897,-527.5752158388859,1,-1
430,2,187,39054.7358573134,5108.039999999999,44053.79383931927,58.79456273298372,14.3,2.13,217.0,0.911,862.0459752320186,892.4004805205435,8390.04716513719,-17533.033368273813,823.9408495570897,-565.7306195950769,3079.215541046986,-1,1
431,2,187,37866.20856367532,5236.894266666666,38650.549354314084,68.96286683282409,14.4,2.13,207.0,0.786,908.3211856554532,759.3462303913848,3137.5056478913743,-17554.146317119175,-565.7306195950769,480.05083906530854,1314.938337427935,1,1
432,2,187,37132.62637778972,5215.5502,36888.92224398874,70.61486198388312,16.3,0.88,236.0,0.815,849.1389073897546,875.548333295929,9990.766158174632,-17628.88575684892,480.05083906530854,-2350.0614447748594,-2132.6032495768904,-1,-1
433,2,187,31193.558926746256,310.3702829282948,35600.091294703,327.0531823797534,16.9,0.0,236.0,0.815,887.9037292999384,815.7868539065629,5035.531217561348,-17518.61578478148,-2350.0614447748594,-2394.324838321554,-1573.0998118142834,-1,-1
434,2,187,37870.217082250565,5152.33231111111,43834.653552548334,61.877847770193895,17.4,0.88,236.0,0.815,699.9788110890486,872.8566527322355,7077.756518665983,-17507.063584175892,-2394.324838321554,949.8598378681854,-7396.64232631768,1,-1
435,2,187,41145.69214580031,5107.01,47914.52060926625,66.94063252722981,17.3,0.88,236.0,0.815,894.7368248650611,960.7808048617685,4718.509114916017,-17382.693005927893,949.8598378681854,4548.137275341593,-1055.8823837874684,1,-1
436,2,187,53160.71490224559,5188.0599999999995,54364.758556533474,68.08097944448025,17.9,0.88,216.0,0.815,780.8839645205795,925.9374360554809,7185.670134231119,-17314.469164293427,4548.137275341593,12568.406589274513,3377.9126562958595,1,1
437,2,187,59464.24965065621,5132.530000000001,56680.36295371345,295.88000000000216,17.7,0.0,216.0,0.815,778.8588886418614,919.3995810257511,5832.481473426433,-17367.693394991682,12568.406589274513,826.643080739424,14912.045736888242,1,1
438,2,187,49628.29932594688,6590.18,47073.047875188,240.13055390138513,17.6,0.88,216.0,0.815,941.4292004205681,1207.6379160092135,11065.575859540964,-17200.771288490305,826.643080739424,-1453.8187574716117,8170.999920670264,-1,1
439,2,187,66178.49283985677,10452.150293507733,67783.18369486376,6473.151327936766,18.7,0.88,236.0,0.815,1107.288711631626,1205.1720986388978,7999.531474835421,-17246.490799017934,-1453.8187574716117,-11345.14882473542,145.92945460291298,-1,1
440,2,187,64449.12330866575,17410.278295148833,71014.45372563339,18582.355530695684,19.4,0.88,236.0,0.815,1211.6278320499566,1241.0495954627258,5715.323756088673,-17327.32063766606,-11345.14882473542,17136.093395391494,-11946.852391650847,1,-1
441,2,187,67242.71595334692,40639.009999999995,68194.58001428512,31955.059232387135,20.2,0.88,276.0,0.815,1489.994207502217,1058.5908422612536,7276.28423710279,-17389.733797052264,17136.093395391494,-29339.629778566126,-28837.50188718675,-1,-1
442,2,187,56295.66498211737,21259.01310960178,61570.82798954246,12992.354707288632,21.1,0.88,6.0,0.815,1021.2290223422551,1092.2852260225377,9134.455524273202,-17536.19981232179,-29339.629778566126,-12409.32788244888,-22659.119927455184,-1,-1
443,2,187,58018.467480829546,15858.842619768426,63428.302567932995,13175.43033500916,22.7,0.88,6.0,0.815,1106.3333927675897,917.2795758789532,3793.078916777178,-17431.96678298132,-12409.32788244888,-15013.849673861347,-32267.78423206622,-1,-1
444,2,187,59084.105537748015,37715.675376614556,62229.413988692395,13962.967005707796,22.5,0.88,6.0,0.815,1156.9077466043998,980.0549593797648,6960.253345217103,-17377.085061298192,-15013.849673861347,5347.949057901226,-13676.076797844822,1,-1
445,2,187,63682.83530174798,29426.744799999993,65534.27245522877,16416.204768361582,22.2,1.88,36.0,0.815,2013.6964820827063,740.6408323179556,12406.31163414469,-17322.937461251837,5347.949057901226,-19431.86345962093,-22556.796440568287,-1,-1
446,2,187,59442.21433301273,21032.97965837239,71848.5795738775,14814.127254151354,21.6,0.88,36.0,0.815,1163.1579173393227,987.8355046816755,9715.394844598883,-17394.67203274733,-19431.86345962093,-15415.807815962473,-19221.677700420096,-1,-1
447,2,187,59232.13597702933,20375.345526790505,69532.56513685879,16027.483112687654,20.2,0.88,46.0,0.815,1430.4640537709874,1008.7180045970808,8872.191188375427,-17328.58811634163,-15415.807815962473,-7650.564836795904,-17630.570606496633,-1,-1
448,2,187,58977.599296606284,10385.004887198696,65262.98881120915,6643.70637233219,19.9,0.88,56.0,0.815,1045.45716629239,947.0705575471463,8612.464281701044,-17343.010631621677,-7650.564836795904,5450.695465560559,-7431.7842174577345,1,-1
449,2,187,65477.17575995866,338.26259999999996,61291.11170465364,266.11940000000004,19.7,1.88,46.0,0.815,1090.4714257264648,929.3019372276593,33171.8994617032,-17315.07613336721,5450.695465560559,-6861.099467183507,5252.209668070351,-1,1
450,2,187,57814.91248460357,260.18825698363696,57830.36171952666,239.20158803873767,19.6,0.88,56.0,0.815,980.5272024658648,738.9658497583087,7135.237747516188,-17332.039407849046,-6861.099467183507,-900.1516816150543,2734.5177711685537,-1,1
451,2,187,51418.548571409796,299.148109542328,59690.8290610205,5354.618199999998,19.1,0.88,56.0,0.815,1093.96966253696,846.8672256129204,3696.4530877364277,-17387.081092506447,-900.1516816150543,-10482.162153930669,5929.030526678849,-1,1
452,2,187,49206.12527734184,7452.256493985618,53563.91885238441,5105.62,19.2,2.88,86.0,0.815,1113.5635135796504,895.3899863532979,12601.668568589865,-17443.1136628242,-10482.162153930669,-527.5752158388859,10725.165080777559,-1,1
453,2,187,45641.896921768755,439.947972463756,45724.895955989945,5116.48,17.6,1.88,16.0,0.69,982.6790423752255,697.8852795930303,7686.85341947826,-17477.717627113507,-527.5752158388859,3079.215541046986,3648.5116129514936,1,1
454,2,187,44568.875953239636,0.0,39054.7358573134,5108.039999999999,17.9,0.88,46.0,0.815,892.4004805205435,688.6515895265027,4168.584047338824,-17435.513822602825,3079.215541046986,1314.938337427935,2503.426491861537,1,1
455,2,187,39398.430437203904,0.0,37866.20856367532,5236.894266666666,16.7,1.88,56.0,0.69,759.3462303913848,767.6098289934454,26032.08688293234,-17473.039189559644,1314.938337427935,-2132.6032495768904,1830.4048605731805,-1,1
